Date,station,river_hight,rainfall
4/16/2022,Kalawellawa,2.18,0
4/11/2022,Putupaula,0.89,30.7
4/11/2022,Ellagawa,5.53,13.5
4/11/2022,Rathnapura,1.18,13.3
4/11/2022,Magura,2.35,4.7
4/11/2022,Kalawellawa,3.79,14.8
4/10/2022,Putupaula,1.01,38.8
4/10/2022,Ellagawa,5.8,107.7
4/10/2022,Rathnapura,1.45,13.7
4/10/2022,Magura,2.85,7.3
4/10/2022,Kalawellawa,4.05,9.5
4/9/2022,Putupaula,0.85,33
4/9/2022,Ellagawa,6.23,9.4
4/9/2022,Rathnapura,2.54,18.1
4/9/2022,Magura,2.2,7.1
4/9/2022,Kalawellawa,3.05,46.9
2/13/2022,Putupaula,0.58,49.5
2/13/2022,Ellagawa,6.08,45.6
2/13/2022,Rathnapura,3.97,21
2/13/2022,Magura,2.97,34.4
2/13/2022,Kalawellawa,3.92,70.2
1/13/2022,Putupaula,0.58,3.7
1/13/2022,Ellagawa,4.4,0
1/13/2022,Rathnapura,0.82,12.3
1/13/2022,Magura,1.41,3
1/13/2022,Kalawellawa,2.38,0
1/10/2022,Putupaula,1.11,3.7
1/10/2022,Ellagawa,5.4,22.1
1/10/2022,Rathnapura,1.76,1.8
1/10/2022,Magura,4.88,24.3
1/10/2022,Kalawellawa,5.18,144.7
12/20/2021,Putupaula,0.85,0
12/20/2021,Ellagawa,5.38,0
12/20/2021,Rathnapura,1.49,0
12/20/2021,Magura,1.85,2.2
12/20/2021,Kalawellawa,3.43,0
12/19/2021,Putupaula,1.07,44.6
12/19/2021,Ellagawa,5.74,19.3
12/19/2021,Rathnapura,2.5,31.3
12/19/2021,Magura,1.43,12.8
12/19/2021,Kalawellawa,3.84,32.3
12/9/2021,Putupaula,0.8,0
12/9/2021,Ellagawa,5.72,1.5
12/9/2021,Rathnapura,2.3,2.7
12/9/2021,Magura,1.13,0
12/9/2021,Kalawellawa,2.36,0
12/8/2021,Putupaula,1.13,0
12/8/2021,Ellagawa,6.32,0
12/8/2021,Rathnapura,2.17,0
12/8/2021,Magura,1.25,0
12/8/2021,Kalawellawa,3.04,0
12/7/2021,Putupaula,1.36,43.5
12/7/2021,Ellagawa,7.64,10
12/7/2021,Rathnapura,5.17,6.5
12/7/2021,Magura,1.45,0
12/7/2021,Kalawellawa,3.34,1.6
12/5/2021,Putupaula,1.1,0
12/5/2021,Ellagawa,7.17,2
12/5/2021,Rathnapura,3.29,21.2
12/5/2021,Magura,1.31,0
12/5/2021,Kalawellawa,3.29,9.3
12/2/2021,Putupaula,1.21,3
12/2/2021,Ellagawa,6.95,0.3
12/2/2021,Rathnapura,2.31,5.3
12/2/2021,Magura,3.08,44
12/2/2021,Kalawellawa,4.35,0
12/1/2021,Putupaula,1.24,50.7
12/1/2021,Ellagawa,6.55,29.3
12/1/2021,Rathnapura,2.65,10.6
12/1/2021,Magura,1.6,7.4
12/1/2021,Kalawellawa,4.07,30.5
11/30/2021,Putupaula,0.92,0
11/30/2021,Ellagawa,6.1,0.3
11/30/2021,Rathnapura,2.25,27.2
11/30/2021,Magura,1.57,0
11/30/2021,Kalawellawa,2.88,0
11/29/2021,Putupaula,1.53,23.2
11/29/2021,Ellagawa,6.55,8.7
11/29/2021,Rathnapura,1.82,4.1
11/29/2021,Magura,1.85,57.7
11/29/2021,Kalawellawa,4.38,25.8
11/28/2021,Putupaula,1.66,9.6
11/28/2021,Ellagawa,7.63,118.4
11/28/2021,Rathnapura,3.82,8.1
11/28/2021,Magura,2.55,44.8
11/28/2021,Kalawellawa,4.62,62.9
11/27/2021,Putupaula,1,0.8
11/27/2021,Ellagawa,5.93,9
11/27/2021,Rathnapura,2.42,1.3
11/27/2021,Magura,1.44,0
11/27/2021,Kalawellawa,2.8,0.9
11/25/2021,Putupaula,1.84,59.7
11/25/2021,Ellagawa,7.51,45.3
11/25/2021,Rathnapura,2.56,53.7
11/25/2021,Magura,2.46,50.9
11/25/2021,Kalawellawa,4.53,67.8
11/20/2021,Putupaula,1.61,46.5
11/20/2021,Ellagawa,7.4,40.3
11/20/2021,Rathnapura,3.09,40.4
11/20/2021,Magura,2.55,36.1
11/20/2021,Kalawellawa,5.03,55.8
11/16/2021,Putupaula,1.53,35.2
11/16/2021,Ellagawa,7.25,33.7
11/16/2021,Rathnapura,3.7,19.3
11/16/2021,Magura,3.47,63.9
11/16/2021,Kalawellawa,4.66,42.1
11/15/2021,Putupaula,1.19,22.1
11/15/2021,Ellagawa,6.66,36.1
11/15/2021,Rathnapura,2.49,44
11/15/2021,Magura,2.03,8.1
11/15/2021,Kalawellawa,3.65,33.9
11/14/2021,Putupaula,1.02,0.9
11/14/2021,Ellagawa,6.14,17.9
11/14/2021,Rathnapura,1.91,0
11/14/2021,Magura,1.7,0
11/14/2021,Kalawellawa,3.13,0
11/13/2021,Putupaula,1.75,12.2
11/13/2021,Ellagawa,7.74,11.8
11/13/2021,Rathnapura,2.86,25
11/13/2021,Magura,2.07,15.4
11/13/2021,Kalawellawa,4.55,10.4
11/12/2021,Putupaula,2.26,18.9
11/12/2021,Ellagawa,6.38,8.2
11/12/2021,Rathnapura,2.36,16.2
11/12/2021,Magura,2.15,25.4
11/12/2021,Kalawellawa,5.43,14.3
11/11/2021,Putupaula,3.39,1.1
11/11/2021,Ellagawa,8.34,0
11/11/2021,Rathnapura,2.35,2.3
11/11/2021,Magura,2.38,0
11/11/2021,Kalawellawa,6.97,0.3
11/10/2021,Putupaula,3.69,14.9
11/10/2021,Ellagawa,9.64,18
11/10/2021,Rathnapura,4.09,1.7
11/10/2021,Magura,3.65,1.4
11/10/2021,Kalawellawa,7.77,7.7
11/9/2021,Putupaula,3.65,84.6
11/9/2021,Ellagawa,9.85,67.4
11/9/2021,Rathnapura,5.77,52.4
11/9/2021,Magura,5.2,45.9
11/9/2021,Kalawellawa,7.96,73.7
11/8/2021,Putupaula,2.86,106.5
11/8/2021,Ellagawa,9.15,66
11/8/2021,Rathnapura,5.7,54.6
11/8/2021,Magura,5.34,88
11/8/2021,Kalawellawa,6.97,101.3
11/7/2021,Putupaula,1.74,36.8
11/7/2021,Ellagawa,8.06,80.3
11/7/2021,Rathnapura,4.77,55.7
11/7/2021,Magura,4.06,53.7
11/7/2021,Kalawellawa,5.1,42.2
11/5/2021,Putupaula,0.75,12.4
11/5/2021,Ellagawa,5.65,6.8
11/5/2021,Rathnapura,1.45,4.8
11/5/2021,Magura,3.38,12.3
11/5/2021,Kalawellawa,3.44,7.3
11/4/2021,Putupaula,1.19,6.3
11/4/2021,Ellagawa,5.67,22
11/4/2021,Rathnapura,1.6,1.3
11/4/2021,Magura,2.18,0
11/4/2021,Kalawellawa,4.17,3.3
11/3/2021,Putupaula,1.86,0
11/3/2021,Ellagawa,6.72,12
11/3/2021,Rathnapura,2.33,2.5
11/3/2021,Magura,3.79,33.1
11/3/2021,Kalawellawa,5.76,55.7
11/2/2021,Putupaula,2.23,22
11/2/2021,Ellagawa,7.76,22.5
11/2/2021,Rathnapura,2.64,14.7
11/2/2021,Magura,4.45,6.9
11/2/2021,Kalawellawa,6.11,21.2
11/1/2021,Putupaula,1.67,101.2
11/1/2021,Ellagawa,7.4,81.5
11/1/2021,Rathnapura,5,37.5
11/1/2021,Magura,5.98,73.1
11/1/2021,Kalawellawa,5.3,59.9
10/27/2021,Putupaula,1.04,10.7
10/27/2021,Ellagawa,7.15,18.9
10/27/2021,Rathnapura,3.9,26
10/27/2021,Magura,1.6,15.1
10/27/2021,Kalawellawa,2.96,16.8
10/21/2021,Putupaula,0.81,15.2
10/21/2021,Ellagawa,5.74,1
10/21/2021,Rathnapura,1.78,15.4
10/21/2021,Magura,2.99,25.6
10/21/2021,Kalawellawa,4.69,27.3
10/8/2021,Putupaula,2.35,0
10/8/2021,Ellagawa,6.35,0
10/8/2021,Rathnapura,1.83,0
10/8/2021,Magura,2.43,0
10/8/2021,Kalawellawa,6.38,0
10/7/2021,Putupaula,2.92,1.6
10/7/2021,Ellagawa,8.3,0
10/7/2021,Rathnapura,3.01,0.9
10/7/2021,Magura,3.99,0.8
10/7/2021,Kalawellawa,7,0
10/6/2021,Putupaula,2.64,63.5
10/6/2021,Ellagawa,8.56,55.1
10/6/2021,Rathnapura,4.75,56.4
10/6/2021,Magura,5.28,97.9
10/6/2021,Kalawellawa,6.51,126.2
10/2/2021,Putupaula,2.05,111.7
10/2/2021,Ellagawa,7.85,60.8
10/2/2021,Rathnapura,3.97,56.1
10/2/2021,Magura,3.5,51.2
10/2/2021,Kalawellawa,5.57,83.4
9/28/2021,Putupaula,2.12,14.3
9/28/2021,Ellagawa,8.24,43.8
9/28/2021,Rathnapura,3.1,23.2
9/28/2021,Magura,2.35,18.3
9/28/2021,Kalawellawa,4.88,20.2
9/27/2021,Putupaula,1.82,19.2
9/27/2021,Ellagawa,8.02,38.2
9/27/2021,Rathnapura,5.2,53.3
9/27/2021,Magura,3.12,32.2
9/27/2021,Kalawellawa,5.09,22.2
9/25/2021,Putupaula,1.05,13.2
9/25/2021,Ellagawa,6.41,78.5
9/25/2021,Rathnapura,2.57,8.9
9/25/2021,Magura,1.79,8.5
9/25/2021,Kalawellawa,2.6,3.2
9/22/2021,Putupaula,0.89,17.2
9/22/2021,Ellagawa,5.38,8.3
9/22/2021,Rathnapura,1.25,30.1
9/22/2021,Magura,1.75,22.7
9/22/2021,Kalawellawa,2.97,34
9/5/2021,Putupaula,1.4,7.7
9/5/2021,Ellagawa,6.95,40.2
9/5/2021,Rathnapura,3.11,24
9/5/2021,Magura,3.99,36
9/5/2021,Kalawellawa,4.98,30.7
8/28/2021,Putupaula,1.37,9.1
8/28/2021,Ellagawa,6.22,22.3
8/28/2021,Rathnapura,1.72,10.6
8/28/2021,Magura,2.12,8.7
8/28/2021,Kalawellawa,4.18,9
8/27/2021,Putupaula,1.31,36.6
8/27/2021,Ellagawa,6.24,48.1
8/27/2021,Rathnapura,2.4,30.5
8/27/2021,Magura,3.11,31.3
8/27/2021,Kalawellawa,4.67,55.9
8/26/2021,Putupaula,0.78,10.7
8/26/2021,Ellagawa,5.3,40.2
8/26/2021,Rathnapura,1.43,27.7
8/26/2021,Magura,2.75,49.7
8/26/2021,Kalawellawa,2.96,34.5
8/13/2021,Putupaula,1.54,1.4
8/13/2021,Ellagawa,8.13,15.7
8/13/2021,Rathnapura,3.85,20.1
8/13/2021,Magura,1.56,7.4
8/13/2021,Kalawellawa,3.71,4.4
8/9/2021,Putupaula,1.87,4.3
8/9/2021,Ellagawa,8.07,34.9
8/9/2021,Rathnapura,3.51,13.3
8/9/2021,Magura,4.05,17.5
8/9/2021,Kalawellawa,5.5,9.4
7/12/2021,Putupaula,3.21,0.5
7/12/2021,Ellagawa,9.74,0
7/12/2021,Rathnapura,4.59,3.1
7/12/2021,Magura,2.59,0
7/12/2021,Kalawellawa,7.19,2.1
7/11/2021,Putupaula,2.81,7
7/11/2021,Ellagawa,9.77,3.3
7/11/2021,Rathnapura,6.77,4.1
7/11/2021,Magura,4.5,9.8
7/11/2021,Kalawellawa,7.53,9.6
7/10/2021,Putupaula,1.98,13.6
7/10/2021,Ellagawa,8.6,83.6
7/10/2021,Rathnapura,8.92,128.2
7/10/2021,Magura,5.54,104.3
7/10/2021,Kalawellawa,5.91,43.8
7/2/2021,Putupaula,1.78,118.4
7/2/2021,Ellagawa,6.72,49.2
7/2/2021,Rathnapura,2.83,36
7/2/2021,Magura,4.58,50.1
7/2/2021,Kalawellawa,5.53,137.1
6/14/2021,Putupaula,1.56,36.2
6/14/2021,Ellagawa,7.91,68.3
6/14/2021,Rathnapura,6.17,52.2
6/14/2021,Magura,3.05,40.4
6/14/2021,Kalawellawa,4.83,50.4
6/10/2021,Putupaula,3.2,19.5
6/10/2021,Ellagawa,8.88,27.6
6/10/2021,Rathnapura,4.01,8.2
6/10/2021,Magura,2.65,9.3
6/10/2021,Kalawellawa,7.12,14.7
6/9/2021,Putupaula,3.54,8.2
6/9/2021,Ellagawa,8.84,18.5
6/9/2021,Rathnapura,6.15,48.4
6/9/2021,Magura,3.66,17.4
6/9/2021,Kalawellawa,7.63,20.8
6/8/2021,Putupaula,4.23,4
6/8/2021,Ellagawa,9.2,13.1
6/8/2021,Rathnapura,2.77,8.1
6/8/2021,Magura,3.54,52.4
6/8/2021,Kalawellawa,8,16.7
6/7/2021,Putupaula,4.69,0
6/7/2021,Ellagawa,10.31,2.2
6/7/2021,Rathnapura,4.35,0.3
6/7/2021,Magura,3.21,0
6/7/2021,Kalawellawa,8.86,0
6/6/2021,Putupaula,4.87,5.2
6/6/2021,Ellagawa,11.11,0.9
6/6/2021,Rathnapura,5.91,2.5
6/6/2021,Magura,4.66,0
6/6/2021,Kalawellawa,9.71,
6/5/2021,Putupaula,4.64,57.3
6/5/2021,Ellagawa,11.22,69.4
6/5/2021,Rathnapura,6.71,62.4
6/5/2021,Magura,5.88,51
6/5/2021,Kalawellawa,9.72,46.9
6/4/2021,Putupaula,3.93,227.3
6/4/2021,Ellagawa,11.08,296.1
6/4/2021,Rathnapura,6.84,137.9
6/4/2021,Magura,6.15,231.2
6/4/2021,Kalawellawa,8.22,222.3
6/3/2021,Putupaula,2.26,17
6/3/2021,Ellagawa,9.45,314.6
6/3/2021,Rathnapura,2.47,47.7
6/3/2021,Magura,5.23,121.18
6/3/2021,Kalawellawa,5.92,103.8
5/31/2021,Putupaula,1.07,4
5/31/2021,Ellagawa,6.15,0.5
5/31/2021,Rathnapura,2,7.3
5/31/2021,Magura,1.9,0
5/31/2021,Kalawellawa,3.7,0
5/30/2021,Putupaula,2.03,8.7
5/30/2021,Ellagawa,7.02,32.1
5/30/2021,Rathnapura,2.57,18.7
5/30/2021,Magura,2.31,26.6
5/30/2021,Kalawellawa,4.78,14
5/29/2021,Putupaula,2.95,2.5
5/29/2021,Ellagawa,8.85,8.9
5/29/2021,Rathnapura,3.29,8.6
5/29/2021,Magura,2.12,6.1
5/29/2021,Kalawellawa,5.77,2.5
5/28/2021,Putupaula,3.29,1.7
5/28/2021,Ellagawa,9.82,32
5/28/2021,Rathnapura,4.88,7.6
5/28/2021,Magura,2.64,10.4
5/28/2021,Kalawellawa,6.66,5.3
5/27/2021,Putupaula,3.31,9
5/27/2021,Ellagawa,10.21,45.7
5/27/2021,Rathnapura,6.07,30.6
5/27/2021,Magura,3.49,41.7
5/27/2021,Kalawellawa,6.95,22.1
5/26/2021,Putupaula,3.02,3.8
5/26/2021,Ellagawa,9.94,26.4
5/26/2021,Rathnapura,7.03,40
5/26/2021,Magura,3.68,25
5/26/2021,Kalawellawa,6.96,12
5/25/2021,Putupaula,2.44,21.5
5/25/2021,Ellagawa,9.02,87.7
5/25/2021,Rathnapura,8.01,104.8
5/25/2021,Magura,4.27,43
5/25/2021,Kalawellawa,6.25,35.9
5/24/2021,Putupaula,1.71,42.7
5/24/2021,Ellagawa,7.62,79.7
5/24/2021,Rathnapura,4.01,47
5/24/2021,Magura,3.6,44
5/24/2021,Kalawellawa,5.25,34
5/18/2021,Putupaula,0.98,0.7
5/18/2021,Ellagawa,5.11,0
5/18/2021,Rathnapura,1.18,0
5/18/2021,Magura,1.74,1
5/18/2021,Kalawellawa,3.17,0
5/17/2021,Putupaula,1.95,0
5/17/2021,Ellagawa,5.48,0
5/17/2021,Rathnapura,1.36,0
5/17/2021,Magura,2.05,0
5/17/2021,Kalawellawa,6.13,0
5/16/2021,Putupaula,3,0.9
5/16/2021,Ellagawa,6.81,0
5/16/2021,Rathnapura,1.72,0
5/16/2021,Magura,3.04,0
5/16/2021,Kalawellawa,7.47,2.4
5/15/2021,Putupaula,3.36,28.1
5/15/2021,Ellagawa,8.5,7.1
5/15/2021,Rathnapura,3.57,0.9
5/15/2021,Magura,4.94,21.2
5/15/2021,Kalawellawa,7.93,32.7
5/14/2021,Putupaula,3.15,103.5
5/14/2021,Ellagawa,8.54,191.2
5/14/2021,Rathnapura,4.74,53.6
5/14/2021,Magura,6.3,121.5
5/14/2021,Kalawellawa,7.37,167
5/12/2021,Putupaula,0.9,8.8
5/12/2021,Ellagawa,6.27,5.1
5/12/2021,Rathnapura,3.7,5.8
5/12/2021,Magura,1.73,2
5/12/2021,Kalawellawa,3.25,10.9
5/10/2021,Putupaula,1.74,8.6
5/10/2021,Ellagawa,7.32,12
5/10/2021,Rathnapura,3.18,67.3
5/10/2021,Magura,2.36,28.7
5/10/2021,Kalawellawa,4.83,44.1
5/9/2021,Putupaula,1.49,8
5/9/2021,Ellagawa,7.19,13.6
5/9/2021,Rathnapura,4.56,10.4
5/9/2021,Magura,4.5,6.5
5/9/2021,Kalawellawa,4.73,36.3
5/8/2021,Putupaula,1.49,30.7
5/8/2021,Ellagawa,,
5/8/2021,Rathnapura,4.13,6.2
5/8/2021,Magura,2.76,38.5
5/8/2021,Kalawellawa,4.32,16.6
5/7/2021,Putupaula,1.42,19.2
5/7/2021,Ellagawa,6.98,19.4
5/7/2021,Rathnapura,3.4,24.6
5/7/2021,Magura,2.25,11.1
5/7/2021,Kalawellawa,4.12,41.8
5/6/2021,Putupaula,1.54,47.9
5/6/2021,Ellagawa,6.61,25.3
5/6/2021,Rathnapura,2.54,0
5/6/2021,Magura,2.31,43.2
5/6/2021,Kalawellawa,4.43,4.4
5/5/2021,Putupaula,1.95,2.6
5/5/2021,Ellagawa,8.17,32.1
5/5/2021,Rathnapura,2.98,17.6
5/5/2021,Magura,2.23,21.9
5/5/2021,Kalawellawa,4.79,10.4
5/4/2021,Putupaula,1.58,7.5
5/4/2021,Ellagawa,7.88,61.3
5/4/2021,Rathnapura,5.69,70
5/4/2021,Magura,3.16,23.1
5/4/2021,Kalawellawa,4.69,30.8
5/2/2021,Putupaula,0.68,0
5/2/2021,Ellagawa,5.15,3.2
5/2/2021,Rathnapura,1.27,59.5
5/2/2021,Magura,1.6,8.4
5/2/2021,Kalawellawa,2.39,7.6
4/30/2021,Putupaula,0.65,0.7
4/30/2021,Ellagawa,5.64,15
4/30/2021,Rathnapura,1.3,2.3
4/30/2021,Magura,1.86,0
4/30/2021,Kalawellawa,2.14,0
4/23/2021,Putupaula,1.03,44.8
4/23/2021,Ellagawa,7.19,49.8
4/23/2021,Rathnapura,4.5,70
4/23/2021,Magura,2.03,29.9
4/23/2021,Kalawellawa,4.21,54.7
3/27/2021,Putupaula,0.69,61
3/27/2021,Ellagawa,4.41,30
3/27/2021,Rathnapura,0.77,1.7
3/27/2021,Magura,1.17,6.5
3/27/2021,Kalawellawa,2.54,55.8
12/29/2020,Putupaula,0.52,8.3
12/29/2020,Ellagawa,4.93,14
12/29/2020,Rathnapura,2.3,0
12/29/2020,Magura,1.82,
12/29/2020,Kalawellawa,2.4,3.3
12/28/2020,Putupaula,0.46,0
12/28/2020,Ellagawa,4.81,0.5
12/28/2020,Rathnapura,1.7,3.6
12/28/2020,Magura,1.25,
12/28/2020,Kalawellawa,1.94,4
12/25/2020,Putupaula,1.32,0
12/25/2020,Ellagawa,6.41,0.6
12/25/2020,Rathnapura,2.04,48
12/25/2020,Magura,1.97,
12/25/2020,Kalawellawa,4.81,1
12/24/2020,Putupaula,1.32,1.3
12/24/2020,Ellagawa,6.6,15.4
12/24/2020,Rathnapura,2.36,27.6
12/24/2020,Magura,4.9,
12/24/2020,Kalawellawa,5.03,26.8
12/23/2020,Putupaula,0.79,8.3
12/23/2020,Ellagawa,4.6,14.2
12/23/2020,Rathnapura,0.92,4.8
12/23/2020,Kalawellawa,2,22.1
11/22/2020,Putupaula,1.51,1.2
11/22/2020,Ellagawa,6.14,0
11/22/2020,Rathnapura,2.27,32.7
11/22/2020,Kalawellawa,4.6,12.5
11/21/2020,Putupaula,1.9,17.3
11/21/2020,Ellagawa,7.22,107.1
11/21/2020,Rathnapura,3.37,25.1
11/21/2020,Kalawellawa,5.16,62.2
11/17/2020,Putupaula,1.31,8.9
11/17/2020,Ellagawa,6.01,2.5
11/17/2020,Rathnapura,2,0.9
11/17/2020,Kalawellawa,4.04,7
11/16/2020,Putupaula,1.25,32
11/16/2020,Ellagawa,5.54,16.2
11/16/2020,Rathnapura,1.7,10.7
11/16/2020,Kalawellawa,4.1,27.2
11/15/2020,Putupaula,1.58,22
11/15/2020,Ellagawa,6.05,0
11/15/2020,Rathnapura,2.09,11.2
11/15/2020,Kalawellawa,5.24,8.9
11/14/2020,Putupaula,1.68,14.6
11/14/2020,Ellagawa,6.8,7.1
11/14/2020,Rathnapura,3.2,40.7
11/14/2020,Kalawellawa,5.24,53.1
11/13/2020,Putupaula,1.53,15.6
11/13/2020,Ellagawa,5.83,1.2
11/13/2020,Rathnapura,2.03,1.8
11/13/2020,Kalawellawa,4.88,67.2
11/12/2020,Putupaula,1.67,6.1
11/12/2020,Ellagawa,7.02,2.7
11/12/2020,Rathnapura,3.78,0
11/12/2020,Kalawellawa,4.6,21.2
11/11/2020,Putupaula,1.43,3.6
11/11/2020,Ellagawa,6.88,30
11/11/2020,Rathnapura,5.07,19.8
11/11/2020,Kalawellawa,4.73,19.8
11/10/2020,Putupaula,1.53,6.8
11/10/2020,Ellagawa,6.43,23
11/10/2020,Rathnapura,2.93,0.1
11/10/2020,Kalawellawa,5.28,34.1
11/9/2020,Putupaula,1.55,12.3
11/9/2020,Ellagawa,1.66,34.2
11/9/2020,Rathnapura,2.84,17.3
11/9/2020,Kalawellawa,5.11,37.3
11/7/2020,Putupaula,1.09,0
11/7/2020,Ellagawa,5.85,0
11/7/2020,Rathnapura,2.07,0
11/7/2020,Kalawellawa,3.25,0
11/6/2020,Putupaula,1.25,1.2
11/6/2020,Ellagawa,6.4,6.2
11/6/2020,Rathnapura,3.7,2
11/6/2020,Kalawellawa,3.91,36.4
10/11/2020,Putupaula,0.66,6.2
10/11/2020,Ellagawa,4.97,20.2
10/11/2020,Rathnapura,1.53,28.2
10/11/2020,Kalawellawa,2.06,12.7
10/1/2020,Putupaula,1.34,0
10/1/2020,Ellagawa,6.91,41.4
10/1/2020,Rathnapura,2.63,18.6
10/1/2020,Kalawellawa,4.51,1
9/23/2020,Putupaula,2.39,4.8
9/23/2020,Ellagawa,7.51,14.6
9/23/2020,Rathnapura,2.83,8.8
9/23/2020,Kalawellawa,5.93,1.3
9/21/2020,Putupaula,2.43,22.3
9/21/2020,Ellagawa,8.16,29.7
9/21/2020,Rathnapura,4.36,36.3
9/21/2020,Kalawellawa,5.7,19.8
9/20/2020,Putupaula,2.39,24.2
9/20/2020,Ellagawa,8.73,32.9
9/20/2020,Rathnapura,4.1,32.4
9/20/2020,Kalawellawa,5.34,13.3
9/9/2020,Putupaula,1.54,36.8
9/9/2020,Ellagawa,5.42,29
9/9/2020,Rathnapura,2,8.7
9/9/2020,Kalawellawa,5.06,18.2
9/8/2020,Putupaula,2.36,0
9/8/2020,Ellagawa,6.66,0
9/8/2020,Rathnapura,1.18,0
9/8/2020,Kalawellawa,6.3,0
9/7/2020,Putupaula,2.3,82.8
9/7/2020,Ellagawa,8.26,195.3
9/7/2020,Rathnapura,3.38,82.4
9/7/2020,Kalawellawa,8.95,70
9/3/2020,Putupaula,1.96,34.4
9/3/2020,Ellagawa,5.68,24.7
9/3/2020,Rathnapura,1,8.4
9/3/2020,Kalawellawa,5.7,26.2
9/2/2020,Putupaula,2.26,12
9/2/2020,Ellagawa,6.67,18.1
9/2/2020,Rathnapura,1.88,5.8
9/2/2020,Kalawellawa,5.65,8.1
5/30/2020,Putupaula,2.02,0
5/30/2020,Ellagawa,6.21,0
5/30/2020,Rathnapura,1.71,32
5/30/2020,Kalawellawa,6.36,0
5/29/2020,Putupaula,2.66,6.3
5/29/2020,Ellagawa,7.25,12
5/29/2020,Rathnapura,2.3,23.1
5/29/2020,Kalawellawa,7.13,34.5
5/28/2020,Putupaula,2.65,0.5
5/28/2020,Ellagawa,8.42,8.5
5/28/2020,Rathnapura,3.18,18.2
5/28/2020,Kalawellawa,6.93,0
5/20/2020,Rathnapura,8.08,6.1
5/20/2020,Ellagawa,9.2,4.1
5/20/2020,Kalawellawa,6.28,0.8
5/20/2020,Putupaula,2.4,0
5/16/2020,Rathnapura,5.2,136.3
5/16/2020,Ellagawa,1.63,113.9
5/16/2020,Kalawellawa,4.57,75
5/16/2020,Putupaula,1.52,140.1
12/2/2019,Putupaula,2.23,2
12/2/2019,Ellagawa,8.1,38.3
12/2/2019,Rathnapura,3.66,25.8
12/2/2019,Kalawellawa,5.69,3.8
12/1/2019,Putupaula,2.23,0.8
12/1/2019,Ellagawa,8.16,38.2
12/1/2019,Rathnapura,3.61,35.2
12/1/2019,Kalawellawa,5.66,2.1
11/17/2019,Rathnapura,2.97,6.6
11/17/2019,Ellagawa,5.36,6.7
11/17/2019,Kalawellawa,3.53,13.9
11/17/2019,Putupaula,0.98,27.1
11/16/2019,Rathnapura,1.3,0
11/16/2019,Ellagawa,5.15,4.8
11/16/2019,Kalawellawa,2.96,9.6
11/16/2019,Putupaula,0.83,12.8
10/23/2019,Rathnapura,2.85,6.2
10/23/2019,Ellagawa,8.42,19.5
10/23/2019,Kalawellawa,5.4,2.2
10/23/2019,Putupaula,2.97,2.8
10/22/2019,Rathnapura,4.02,18.4
10/22/2019,Ellagawa,8.88,30.1
10/22/2019,Kalawellawa,5.76,4.3
10/22/2019,Putupaula,2.94,0
9/29/2019,Rathnapura,2.1,15.9
9/29/2019,Ellagawa,6.03,2.3
9/29/2019,Kalawellawa,4.42,5.8
9/29/2019,Putupaula,1.54,8.3
9/28/2019,Rathnapura,1.45,1.7
9/28/2019,Ellagawa,5.6,1
9/28/2019,Kalawellawa,5.91,0
9/28/2019,Putupaula,1.8,1.3
9/27/2019,Rathnapura,1.9,40.9
9/27/2019,Ellagawa,6.1,6.3
9/27/2019,Kalawellawa,7.04,17.5
9/27/2019,Putupaula,2.65,18
9/26/2019,Rathnapura,3.9,36.7
9/26/2019,Ellagawa,7.7,11
9/26/2019,Kalawellawa,7.8,13.3
9/26/2019,Putupaula,3.04,30.5
9/25/2019,Rathnapura,3.6,36.7
9/25/2019,Ellagawa,7.68,12.2
9/25/2019,Kalawellawa,7.7,13.3
9/25/2019,Putupaula,3.11,31.6
9/24/2019,Rathnapura,2.8,8.6
9/24/2019,Ellagawa,7.96,5.6
9/24/2019,Kalawellawa,7.51,10.5
9/24/2019,Putupaula,3.01,14.2
9/23/2019,Rathnapura,2.55,25.9
9/23/2019,Ellagawa,7.54,51.6
9/23/2019,Kalawellawa,6.41,49.6
9/23/2019,Putupaula,2.83,149.9
9/22/2019,Rathnapura,1.74,0
9/22/2019,Ellagawa,5.83,1
9/22/2019,Kalawellawa,5.14,0
9/22/2019,Putupaula,1.42,0
9/18/2019,Rathnapura,4.2,37.2
9/18/2019,Ellagawa,8.6,26.1
9/18/2019,Kalawellawa,6.78,7.3
9/18/2019,Putupaula,3,27.7
9/17/2019,Rathnapura,1.41,70.1
9/17/2019,Ellagawa,8.74,27.6
9/17/2019,Kalawellawa,6.75,8.1
9/17/2019,Putupaula,3,20.2
9/16/2019,Rathnapura,4.57,6.7
9/16/2019,Ellagawa,8.77,9.9
9/16/2019,Kalawellawa,6.47,7.9
9/16/2019,Putupaula,3,8.5
8/31/2019,Rathnapura,4,5.2
8/31/2019,Ellagawa,8.63,1
8/31/2019,Kalawellawa,6.04,0
8/31/2019,Putupaula,2.62,0
8/15/2019,Rathnapura,4.35,0
8/15/2019,Ellagawa,9.31,0
8/15/2019,Kalawellawa,6.79,0
8/15/2019,Putupaula,3,0
8/14/2019,Rathnapura,6.02,7
8/14/2019,Ellagawa,9.4,9.2
8/14/2019,Kalawellawa,6.68,9.3
8/14/2019,Putupaula,2.96,20.4
7/19/2019,Rathnapura,6.97,2.2
7/19/2019,Ellagawa,8.15,0
7/19/2019,Kalawellawa,4.88,13.6
